EJERCICIO;CENTRO GESTOR;FUNCIONAL;ECONOMICA;FINANCIACION;DESCRIPCION;IMPORTE
2010;01010;1111;100000;91002;Retribuciones básicas de Altos Cargos;2.623.732,02
2010;01010;1111;100001;91002;Otras remuneraciones de Altos Cargos;292.999,84
2010;01010;1111;110000;91002;Retribuciones básicas Pers. Eventual de Gabinete;154.798,00
2010;01010;1111;110001;91002;Otras remuneraciones de Pers. Eventual de Gabinete;170.873,92
2010;01010;1111;120000;91002;Sueldos de Personal Funcionario;1.518.812,76
2010;01010;1111;120005;91002;Trienios de Personal Funcionario;540.671,62
2010;01010;1111;120006;91002;Pagas extraordinarias de Personal Funcionario;543.266,82
2010;01010;1111;121000;91002;Complemento de destino de Personal Funcionario;684.027,96
2010;01010;1111;121001;91002;Complemento específico de Personal Funcionario;610.051,68
2010;01010;1111;122002;91002;Otras retribuciones en especie;120.000,00
2010;01010;1111;130000;91002;Salario base de Personal Laboral Fijo;100.078,56
2010;01010;1111;130001;91002;Antigüedad de Personal Laboral Fijo;25.111,20
2010;01010;1111;130002;91002;Pagas extraordinarias de Personal Laboral Fijo;31.048,88
2010;01010;1111;130003;91002;Otras remuneraciones de Personal Laboral Fijo;61.103,52
2010;01010;1111;131000;91002;Salario base de Personal Laboral Eventual;13.540,08
2010;01010;1111;131001;91002;Otras remuneraciones de Personal Laboral Eventual;12.451,20
2010;01010;1111;150000;91002;Productividad fija de Funcionarios;238.366,68
2010;01010;1111;151000;91002;Gratificaciones de Personal Funcionario;19.000,00
2010;01010;1111;151001;91002;Gratificaciones de Personal no Funcionario;1.000,00
2010;01010;1111;160000;91002;Seguridad social;1.375.543,80
2010;01010;1111;160001;91002;MUFACE;25.166,26
2010;01010;1111;160009;91002;Otras cuotas sociales;1.178,66
2010;01010;1111;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;15.675,00
2010;01010;1111;161001;91002;Economatos y comedores. Funcionarios y no Laboral;65.000,00
2010;01010;1111;161009;91002;Otros Gtos Sociales de Funcionarios y no Laborales;13.000,00
2010;01010;1111;162000;91002;Formación y perfeccionamiento de Personal Laboral;300,00
2010;01010;1111;162001;91002;Economatos y comedores de Personal Laboral;1.200,00
2010;01010;1111;162009;91002;Otros gastos sociales de Personal Laboral;120,00
2010;01010;1111;165000;91002;Fondo de Acción Social;109.293,93
2010;01010;1111;202000;91002;Arrendamientos de edificios y otras construcciones;600,00
2010;01010;1111;203000;91002;Arrendamientos maquinaria, instalación y utillaje;15.000,00
2010;01010;1111;204000;91002;Arrendamientos de material de transporte;600,00
2010;01010;1111;205000;91002;Arrendamientos de mobiliario y enseres;120,00
2010;01010;1111;206000;91002;Arrendamientos de equipos procesos de información;187.779,00
2010;01010;1111;212000;91002;Rep. y conservación edificios y otras construcc.;100.000,00
2010;01010;1111;213000;91002;Rep. y conserv. maquinaria,instalaciones,utillaje;156.000,00
2010;01010;1111;214000;91002;Reparación y conservación material de transporte;12.000,00
2010;01010;1111;215000;91002;Reparación y conservación de mobiliario y enseres;20.000,00
2010;01010;1111;216000;91002;Rep. y conserv. equipos procesos de información;119.500,00
2010;01010;1111;220000;91002;Ordinario no inventariable;40.000,00
2010;01010;1111;220001;91002;Mobiliario y enseres;30.000,00
2010;01010;1111;220002;91002;Prensa, revistas y publicaciones periódicas;261.860,00
2010;01010;1111;220003;91002;Libros y otras publicaciones;222.300,00
2010;01010;1111;220004;91002;Material informático;31.000,00
2010;01010;1111;220009;91002;Otro material de oficina;12.000,00
2010;01010;1111;221000;91002;Energía eléctrica;300.000,00
2010;01010;1111;221001;91002;Agua;700,00
2010;01010;1111;221003;91002;Combustibles;15.000,00
2010;01010;1111;221004;91002;Vestuario;15.600,00
2010;01010;1111;221009;91002;Otros suministros;35.000,00
2010;01010;1111;222000;91002;Telefónicas;330.000,00
2010;01010;1111;222001;91002;Postales;25.000,00
2010;01010;1111;222002;91002;Telegráficas;1.000,00
2010;01010;1111;222009;91002;Otras comunicaciones;30.000,00
2010;01010;1111;223000;91002;Transporte;5.400,00
2010;01010;1111;224000;91002;Primas de Edificios y locales;2.000,00
2010;01010;1111;224001;91002;Primas de vehículos;8.000,00
2010;01010;1111;224002;91002;Primas de otro inmovilizado;25.000,00
2010;01010;1111;224003;91002;Otros riesgos;500,00
2010;01010;1111;225000;91002;Tributos locales;4.000,00
2010;01010;1111;226001;91002;Atenciones protocolarias y representativas;177.860,00
2010;01010;1111;226002;91002;Gastos de divulgación y promoción;470.000,00
2010;01010;1111;226004;91002;Remuneraciones a agentes mediadores independientes;3.000,00
2010;01010;1111;226005;91002;Reuniones y conferencias;65.208,00
2010;01010;1111;226009;91002;Otros gastos diversos;102.000,00
2010;01010;1111;227000;91002;Limpieza y aseo;340.000,00
2010;01010;1111;227001;91002;Seguridad;1.802.660,00
2010;01010;1111;227003;91002;Postales;17.402,00
2010;01010;1111;227004;91002;Custodia, depósito y almacenaje;7.000,00
2010;01010;1111;227006;91002;Estudios y trabajos técnicos;24.000,00
2010;01010;1111;227009;91002;Otros trabajos realizados por otras empresas;735.000,00
2010;01010;1111;230000;91002;Dietas;504.095,00
2010;01010;1111;231000;91002;Locomoción;498.911,00
2010;01010;1111;239000;91002;Otras indemnizaciones;130.000,00
2010;01010;1111;250000;91002;Gastos en pruebas selectivas;20.000,00
2010;01010;1111;251000;91002;Realización de cursos de formación interna;3.000,00
2010;01010;1111;359000;91002;Otros gastos de depósitos, fianzas y avales;601,00
2010;01010;1111;480189;91002;Subvenciones a Grupos Parlamentarios;3.264.187,80
2010;01010;1111;480190;91002;Conciertos y convenios de las Cortes de Aragón;309.800,00
2010;01010;1111;602000;91002;Edificios y otras construcciones;20.000,00
2010;01010;1111;603000;91002;Maquinaria, instalación y utillaje;40.000,00
2010;01010;1111;605000;91002;Mobiliario y enseres;10.000,00
2010;01010;1111;606000;91002;Equipos para procesos de información;45.000,00
2010;01010;1111;608000;91002;Otro inmovilizado material;100.000,00
2010;01010;1111;609000;91002;Inmovilizado Inmaterial;25.000,00
2010;01010;1113;120000;91002;Sueldos de Personal Funcionario;53.561,88
