Profitcenter;Sachkonto;S/H;costs;earnings;Periode;Jahr
100000000;526100; ;88,00;;1;2016
100000000;526100; ;;88,00;10;2016
100000000;541130; ;469,80;;9;2016
100000000;541130; ;;469,80;10;2016
100000000;543130; ;19,19;;1;2016
100000000;543130; ;19,29;;2;2016
100000000;543130; ;18,96;;3;2016
100000000;543130; ;230,69;;4;2016
100000000;543130; ;235,41;;5;2016
100000000;543130; ;215,51;;6;2016
100000000;543130; ;29,96;;7;2016
100000000;543130; ;;769,01;10;2016
100000000;543160; ;;107,19;1;2016
100000000;543160; ;;19,29;2;2016
100000000;543160; ;;18,96;3;2016
100000000;543160; ;145,44;;10;2016
100000000;547610; ;149.637,17;;1;2016
100000000;547610; ;;149.637,17;10;2016
100000000;551100; ;;17.137,00;11;2016
100000000;551100; ;17.137,00;;12;2016
100000100;94000003;H;;56.617,93;9;2016
100000100;94000003;S;56.617,93;;9;2016
100000100;94000023;H;;14.194,45;3;2016
100000100;94000023;S;14.194,45;;3;2016
101000102;414000; ;;8.469,47;10;2016
101000102;414000; ;;3.500,00;11;2016
101000102;414000; ;;174.149,00;12;2016
101000102;414100; ;;59.310,23;6;2016
101000102;414800; ;;30.149,93;6;2016
101000102;416110; ;;54,01;1;2016
101000102;416110; ;;54,02;2;2016
101000102;416110; ;;54,01;3;2016
101000102;416110; ;;33,50;4;2016
101000102;416110; ;;33,51;5;2016
101000102;416110; ;;33,52;6;2016
101000102;416110; ;;33,50;7;2016
101000102;416110; ;;33,50;8;2016
101000102;416110; ;;33,51;9;2016
101000102;416110; ;;33,50;10;2016
101000102;416110; ;;33,52;11;2016
101000102;416110; ;;82,47;12;2016
101000102;416110; ;;4.584,53;13;2016
101000102;448700; ;;26,36;1;2016
101000102;448700; ;;12,76;2;2016
101000102;448700; ;;5,56;3;2016
101000102;448700; ;;9,24;4;2016
101000102;448700; ;;51,16;6;2016
101000102;448700; ;;5,61;7;2016
101000102;448700; ;;3,78;8;2016
101000102;448700; ;;18,57;9;2016
101000102;448700; ;;28,95;10;2016
101000102;448700; ;;15,60;11;2016
101000102;448700; ;;3,69;12;2016
101000102;458200; ;;7.767,24;13;2016
101000102;458210; ;;4.981,90;13;2016
101000102;458220; ;;12.924,04;13;2016
101000102;501100; ;12.209,10;;1;2016
101000102;501100; ;12.209,10;;2;2016
101000102;501100; ;12.209,10;;3;2016
101000102;501100; ;12.209,10;;4;2016
101000102;501100; ;5.856,21;;5;2016
101000102;501100; ;10.091,47;;6;2016
101000102;501100; ;10.091,47;;7;2016
101000102;501100; ;10.746,31;;8;2016
101000102;501100; ;10.746,31;;9;2016
101000102;501100; ;10.746,31;;10;2016
101000102;501100; ;12.713,35;;11;2016
101000102;501100; ;26.773,80;;12;2016
101000102;501100; ;;11.795,79;13;2016
101000102;501200; ;24.107,49;;1;2016
101000102;501200; ;24.350,92;;2;2016
101000102;501200; ;24.350,92;;3;2016
101000102;501200; ;24.350,92;;4;2016
101000102;501200; ;24.350,92;;5;2016
101000102;501200; ;24.350,92;;6;2016
101000102;501200; ;24.350,92;;7;2016
101000102;501200; ;30.496,05;;8;2016
101000102;501200; ;30.241,27;;9;2016
101000102;501200; ;27.587,00;;10;2016
101000102;501200; ;44.069,18;;11;2016
101000102;501200; ;27.587,00;;12;2016
101000102;501200; ;4.974,54;;13;2016
101000102;501900; ;623,96;;2;2016
101000102;501900; ;433,68;;3;2016
101000102;501900; ;79,65;;4;2016
101000102;501900; ;384,99;;5;2016
101000102;501900; ;261,10;;6;2016
101000102;501900; ;296,48;;7;2016
101000102;501900; ;208,00;;8;2016
101000102;501900; ;637,22;;9;2016
101000102;501900; ;1.163,81;;10;2016
101000102;501900; ;561,98;;11;2016
101000102;501900; ;185,85;;12;2016
101000102;502200; ;1.866,79;;1;2016
101000102;502200; ;1.885,65;;2;2016
101000102;502200; ;1.885,65;;3;2016
101000102;502200; ;1.885,65;;4;2016
101000102;502200; ;1.885,65;;5;2016
101000102;502200; ;1.885,65;;6;2016
101000102;502200; ;1.885,65;;7;2016
101000102;502200; ;2.361,33;;8;2016
101000102;502200; ;2.341,11;;9;2016
101000102;502200; ;2.135,92;;10;2016
101000102;502200; ;3.413,80;;11;2016
101000102;502200; ;2.135,92;;12;2016
101000102;502200; ;385,52;;13;2016
101000102;503200; ;4.659,67;;1;2016
101000102;503200; ;4.688,45;;2;2016
101000102;503200; ;4.694,26;;3;2016
101000102;503200; ;4.688,45;;4;2016
101000102;503200; ;4.688,45;;5;2016
101000102;503200; ;4.688,45;;6;2016
101000102;503200; ;4.688,45;;7;2016
101000102;503200; ;5.695,28;;8;2016
101000102;503200; ;5.833,11;;9;2016
101000102;503200; ;5.300,28;;10;2016
101000102;503200; ;7.217,41;;11;2016
101000102;503200; ;5.300,28;;12;2016
101000102;503200; ;644,16;;13;2016
101000102;503900; ;73,40;;1;2016
101000102;503900; ;73,40;;2;2016
101000102;503900; ;73,40;;3;2016
101000102;503900; ;333,03;;4;2016
101000102;503900; ;95,06;;5;2016
101000102;503900; ;95,06;;6;2016
101000102;503900; ;258,35;;7;2016
101000102;503900; ;95,06;;8;2016
101000102;503900; ;95,06;;9;2016
101000102;503900; ;351,94;;10;2016
101000102;503900; ;95,06;;11;2016
101000102;503900; ;479,37;;12;2016
101000102;503900; ;18,76;;13;2016
101000102;504100; ;1.010,46;;1;2016
101000102;504100; ;1.069,88;;2;2016
101000102;504100; ;1.174,46;;3;2016
101000102;504100; ;1.082,76;;4;2016
101000102;504100; ;721,86;;5;2016
101000102;504100; ;1.129,56;;6;2016
101000102;504100; ;893,13;;7;2016
101000102;504100; ;889,92;;8;2016
101000102;504100; ;784,27;;9;2016
101000102;504100; ;638,08;;10;2016
101000102;504100; ;835,58;;11;2016
101000102;504100; ;814,22;;12;2016
101000102;504100; ;7,07;;13;2016
101000102;504101; ;;0,28;1;2016
101000102;504101; ;0,96;;2;2016
101000102;504101; ;;0,08;6;2016
101000102;504101; ;;3,54;10;2016
101000102;504101; ;;4,47;11;2016
101000102;504101; ;;5,70;12;2016
101000102;504110; ;0,24;;2;2016
101000102;504110; ;0,36;;3;2016
101000102;504110; ;5,62;;6;2016
101000102;504110; ;0,77;;8;2016
101000102;504110; ;0,35;;10;2016
101000102;505100; ;61.238,05;;13;2016
101000102;506100; ;12.365,11;;13;2016
101000102;506200; ;237,78;;13;2016
101000102;507100; ;18.064,26;;13;2016
101000102;507200; ;3.307,41;;13;2016
101000102;507300; ;960,81;;13;2016
101000102;509100; ;64,98;;1;2016
101000102;509100; ;67,32;;2;2016
101000102;509100; ;91,31;;3;2016
101000102;509100; ;67,32;;4;2016
101000102;509100; ;67,32;;5;2016
101000102;509100; ;67,32;;6;2016
101000102;509100; ;67,32;;7;2016
101000102;509100; ;87,11;;8;2016
101000102;509100; ;71,13;;9;2016
101000102;509100; ;71,13;;10;2016
101000102;509100; ;108,42;;11;2016
101000102;509100; ;63,36;;12;2016
101000102;511100; ;44.334,85;;13;2016
101000102;514100; ;9.085,25;;13;2016
101000102;514101; ;1,64;;13;2016
101000102;515100; ;14.148,85;;13;2016
101000102;524140; ;;12,11;1;2016
101000102;524140; ;3,00;;3;2016
101000102;524140; ;3,00;;4;2016
101000102;524140; ;3,00;;5;2016
101000102;524140; ;3,00;;6;2016
101000102;524140; ;3,00;;7;2016
101000102;524140; ;3,00;;8;2016
101000102;524140; ;3,00;;9;2016
101000102;524140; ;3,00;;10;2016
101000102;524140; ;1.884,82;;11;2016
101000102;524140; ;3,00;;12;2016
101000102;524160; ;78,64;;11;2016
101000102;524171; ;6.929,91;;3;2016
101000102;524171; ;11.759,43;;6;2016
101000102;524171; ;16.047,00;;9;2016
101000102;524171; ;5.960,99;;10;2016
101000102;524171; ;10.387,74;;11;2016
101000102;528000; ;758,53;;6;2016
101000102;528000; ;1.024,03;;12;2016
101000102;529100; ;2.249,69;;1;2016
101000102;529100; ;3.315,18;;2;2016
101000102;529100; ;4.970,04;;3;2016
101000102;529100; ;1.825,08;;4;2016
101000102;529100; ;5.042,48;;5;2016
101000102;529100; ;8.686,83;;6;2016
101000102;529100; ;3.432,37;;7;2016
101000102;529100; ;2.110,27;;8;2016
101000102;529100; ;2.085,68;;9;2016
101000102;529100; ;2.033,51;;10;2016
101000102;529100; ;21.629,59;;11;2016
101000102;529100; ;42.347,64;;12;2016
101000102;529100; ;1.393,16;;13;2016
101000102;531700; ;12.500,00;;12;2016
101000102;531800; ;;110,25;2;2016
101000102;531800; ;1.125,00;;5;2016
101000102;531800; ;5.839,00;;8;2016
101000102;531800; ;2.063,71;;9;2016
101000102;531800; ;5.113,00;;10;2016
101000102;531800; ;3.915,87;;11;2016
101000102;531800; ;2.600,00;;12;2016
101000102;541130; ;443,29;;2;2016
101000102;541130; ;17,50;;3;2016
101000102;541130; ;1.044,03;;4;2016
101000102;541130; ;7.438,80;;5;2016
101000102;541130; ;5.326,39;;6;2016
101000102;541130; ;455,93;;7;2016
101000102;541130; ;6.562,21;;8;2016
101000102;541130; ;1.124,45;;9;2016
101000102;541130; ;327,65;;10;2016
101000102;541130; ;6.618,99;;11;2016
101000102;541130; ;75,81;;12;2016
101000102;542100; ;461,12;;3;2016
101000102;542900; ;379,84;;13;2016
101000102;543120; ;230,47;;12;2016
101000102;543151; ;803,25;;4;2016
101000102;543160; ;1.295,50;;5;2016
101000102;543160; ;1.514,05;;8;2016
101000102;543160; ;1.398,90;;9;2016
101000102;543160; ;1.020,16;;10;2016
101000102;543160; ;1.831,57;;11;2016
101000102;543160; ;130,27;;13;2016
101000102;543170; ;352,13;;1;2016
101000102;543170; ;1.575,44;;2;2016
101000102;543170; ;4.433,98;;3;2016
101000102;543170; ;2.765,38;;4;2016
101000102;543170; ;8.042,90;;5;2016
101000102;543170; ;28.318,42;;6;2016
101000102;543170; ;16.764,55;;7;2016
101000102;543170; ;7.209,15;;8;2016
101000102;543170; ;1.477,57;;9;2016
101000102;543170; ;2.286,90;;10;2016
101000102;543170; ;12.772,35;;11;2016
101000102;543170; ;14.302,56;;12;2016
101000102;543172; ;853,44;;8;2016
101000102;543172; ;39,50;;10;2016
101000102;543172; ;58,90;;11;2016
101000102;543180; ;902,06;;6;2016
101000102;543180; ;2.372,97;;7;2016
101000102;543180; ;129,72;;11;2016
101000102;543180; ;1.177,79;;12;2016
101000102;543180; ;1,99;;13;2016
101000102;543190; ;725,32;;1;2016
101000102;543190; ;4.458,65;;2;2016
101000102;543190; ;244,95;;3;2016
101000102;543190; ;5.976,94;;4;2016
101000102;543190; ;376,78;;5;2016
101000102;543190; ;2.784,10;;6;2016
101000102;543190; ;18.459,49;;7;2016
101000102;543190; ;339,50;;8;2016
101000102;543190; ;841,95;;9;2016
101000102;543190; ;605,00;;10;2016
101000102;543190; ;210,99;;11;2016
101000102;543190; ;1.547,41;;12;2016
101000102;544112; ;2.750,00;;1;2016
101000102;544112; ;17.720,00;;2;2016
101000102;544112; ;2.750,00;;12;2016
101000102;544200; ;146,79;;6;2016
101000102;544200; ;165,73;;12;2016
101000102;545100; ;1.000,00;;3;2016
101000102;545100; ;342,48;;4;2016
101000102;545100; ;6.884,15;;6;2016
101000102;545100; ;1.225,39;;9;2016
101000102;545100; ;13.990,35;;11;2016
101000102;571140; ;54,01;;1;2016
101000102;571140; ;54,02;;2;2016
101000102;571140; ;54,01;;3;2016
101000102;571140; ;33,50;;4;2016
101000102;571140; ;33,51;;5;2016
101000102;571140; ;33,52;;6;2016
101000102;571140; ;33,50;;7;2016
101000102;571140; ;49,83;;8;2016
101000102;571140; ;41,67;;9;2016
101000102;571140; ;41,66;;10;2016
101000102;571140; ;41,68;;11;2016
101000102;571140; ;41,66;;12;2016
101000102;581100;S;925,97;;6;2016
101000102;581100;S;1.127,89;;12;2016
101000102;94000000;S;100,61;;3;2016
101000102;94000000;S;10,67;;10;2016
101000102;94000000;S;509,49;;12;2016
101000102;94000001;S;1.461,93;;1;2016
101000102;94000001;S;1.227,51;;2;2016
101000102;94000001;S;1.346,91;;3;2016
101000102;94000001;S;1.346,27;;4;2016
101000102;94000001;S;1.153,67;;5;2016
101000102;94000001;S;1.695,03;;6;2016
101000102;94000001;S;1.252,77;;7;2016
101000102;94000001;S;1.207,12;;8;2016
101000102;94000001;S;1.729,21;;9;2016
101000102;94000001;S;1.411,21;;10;2016
101000102;94000001;S;1.647,33;;11;2016
101000102;94000001;S;2.179,42;;12;2016
101000102;94000001;S;4.384,84;;13;2016
101000102;94000002;S;1.040,60;;1;2016
101000102;94000002;S;1.018,10;;2;2016
101000102;94000002;S;1.248,00;;3;2016
101000102;94000002;S;699,50;;4;2016
101000102;94000002;S;882,20;;5;2016
101000102;94000002;S;1.401,30;;6;2016
101000102;94000002;S;1.104,84;;7;2016
101000102;94000002;S;1.155,40;;8;2016
101000102;94000002;S;1.223,40;;9;2016
101000102;94000002;S;1.383,80;;10;2016
101000102;94000002;S;1.300,20;;11;2016
101000102;94000002;S;2.041,40;;12;2016
101000102;94000002;S;3.345,70;;13;2016
101000102;94000003;S;108,06;;1;2016
101000102;94000003;S;146,98;;9;2016
101000102;94000003;S;1.222,16;;10;2016
101000102;94000003;S;1.437,48;;11;2016
101000102;94000003;S;3.326,71;;12;2016
101000102;94000005;S;5.578,90;;1;2016
101000102;94000005;S;6.268,62;;2;2016
101000102;94000005;S;5.667,84;;3;2016
101000102;94000005;S;5.966,56;;4;2016
101000102;94000005;S;5.357,22;;5;2016
101000102;94000005;S;9.689,78;;6;2016
101000102;94000005;S;8.307,37;;7;2016
101000102;94000005;S;5.972,45;;8;2016
101000102;94000005;S;11.835,00;;9;2016
101000102;94000005;S;8.021,92;;10;2016
101000102;94000005;S;10.578,85;;11;2016
101000102;94000005;S;12.722,89;;12;2016
101000102;94000005;S;45.999,38;;13;2016
101000102;94000011;S;495,06;;1;2016
101000102;94000011;S;53,81;;2;2016
101000102;94000011;S;54,18;;3;2016
101000102;94000011;S;48,91;;4;2016
101000102;94000011;S;52,55;;5;2016
101000102;94000011;S;41,88;;6;2016
101000102;94000011;S;186,19;;7;2016
101000102;94000011;S;43,88;;8;2016
101000102;94000011;S;43,50;;9;2016
101000102;94000011;S;44,01;;10;2016
101000102;94000011;S;346,40;;11;2016
101000102;94000011;S;;19,54;12;2016
101000102;94000011;S;6.223,19;;13;2016
101000102;94000015;S;2.760,92;;1;2016
101000102;94000015;S;1.769,72;;2;2016
101000102;94000015;S;2.024,85;;3;2016
101000102;94000015;S;2.995,15;;4;2016
101000102;94000015;S;2.347,51;;5;2016
101000102;94000015;S;2.403,52;;6;2016
101000102;94000015;S;2.878,36;;7;2016
101000102;94000015;S;2.694,96;;8;2016
101000102;94000015;S;2.447,54;;9;2016
101000102;94000015;S;3.454,99;;10;2016
101000102;94000015;S;2.660,19;;11;2016
101000102;94000015;S;2.318,54;;12;2016
101000102;94000015;S;539,44;;13;2016
101000102;94000023;S;59,40;;1;2016
101000102;94000023;S;43,18;;3;2016
101000102;94000025;S;170,01;;1;2016
101000102;94000025;S;135,97;;4;2016
101000102;94000025;S;175,03;;5;2016
101000102;94000025;S;53,48;;6;2016
101000102;94000025;S;6,50;;7;2016
101000102;94000025;S;74,00;;9;2016
101000102;94000025;S;8.758,12;;10;2016
101000102;94000025;S;322,50;;11;2016
101000102;94000025;S;227,13;;12;2016
101000102;94000033;S;149,44;;1;2016
101000102;94000033;S;149,22;;2;2016
101000102;94000033;S;148,14;;3;2016
101000102;94000033;S;147,72;;4;2016
101000102;94000033;S;145,12;;5;2016
101000102;94000033;S;143,76;;6;2016
101000102;94000033;S;137,22;;7;2016
101000102;94000033;S;156,76;;8;2016
101000102;94000033;S;155,77;;9;2016
101000102;94000033;S;160,57;;10;2016
101000102;94000033;S;160,05;;11;2016
101000102;94000033;S;159,43;;12;2016
101000102;94000063;S;741,67;;1;2016
101000102;94000063;S;737,82;;3;2016
101000102;94000063;S;644,71;;7;2016
101000102;94000063;S;147,52;;8;2016
101000102;94000063;S;135,10;;9;2016
101000102;94000063;S;241,59;;10;2016
101000102;94000063;S;516,70;;11;2016
101000102;94000063;S;381,11;;12;2016
101000102;94000065;S;720,00;;9;2016
101000102;94000065;S;50,50;;12;2016
101000102;94000073;S;35,00;;1;2016
101000102;94000073;S;8,30;;2;2016
101000102;94000073;S;23,10;;3;2016
101000102;94000073;S;21,40;;4;2016
101000102;94000073;S;9,80;;5;2016
101000102;94000073;S;43,70;;6;2016
101000102;94000073;S;11,79;;7;2016
101000102;94000073;S;21,80;;8;2016
101000102;94000073;S;23,60;;9;2016
101000102;94000073;S;37,50;;10;2016
101000102;94000073;S;23,10;;11;2016
101000102;94000073;S;42,80;;12;2016
101000102;94000073;S;0,50;;13;2016
101000102;94000083;S;926,60;;1;2016
101000102;94000083;S;480,65;;2;2016
101000102;94000083;S;199,70;;3;2016
101000102;94000083;S;1.309,25;;7;2016
101000102;94000083;S;191,79;;8;2016
101000102;94000083;S;341,70;;9;2016
101000102;94000083;S;1.383,30;;10;2016
101000102;94000083;S;1.302,85;;11;2016
101000102;94000083;S;;463,69;12;2016
101000102;94000103;S;198,55;;2;2016
101000102;94000103;S;37,25;;4;2016
101000102;94000103;S;104,25;;5;2016
101000102;94000103;S;10,00;;6;2016
101000102;94000103;S;295,20;;8;2016
101000102;94000103;S;941,51;;12;2016
101000102;94000133;S;5.617,87;;1;2016
101000102;94000133;S;2,18;;2;2016
101000102;94000133;S;;1,04;3;2016
101000102;94000133;S;;28,25;4;2016
101000102;94000133;S;;10,63;5;2016
101000102;94000133;S;;10,30;6;2016
101000102;94000133;S;2.146,26;;7;2016
101000102;94000133;S;;9,99;8;2016
101000102;94000133;S;;32,69;9;2016
101000102;94000133;S;;40,56;10;2016
101000102;94000133;S;3.386,60;;11;2016
101000102;94000133;S;;1.036,35;12;2016
101000102;94000133;S;;0,14;13;2016
102000103;416110; ;;240,26;1;2016
102000103;416110; ;;240,27;2;2016
102000103;416110; ;;240,23;3;2016
102000103;416110; ;;240,24;4;2016
102000103;416110; ;;213,37;5;2016
102000103;416110; ;;213,40;6;2016
102000103;416110; ;;213,35;7;2016
102000103;416110; ;;213,34;8;2016
102000103;416110; ;;213,38;9;2016
102000103;416110; ;;213,37;10;2016
102000103;416110; ;;213,36;11;2016
102000103;416110; ;;251,32;12;2016
102000103;448700; ;;237,26;1;2016
102000103;448700; ;;114,81;2;2016
102000103;448700; ;;48,54;3;2016
102000103;448700; ;;80,85;4;2016
102000103;448700; ;;447,62;6;2016
102000103;448700; ;;61,81;7;2016
102000103;448700; ;;40,22;8;2016
102000103;448700; ;;198,04;9;2016
102000103;448700; ;;308,80;10;2016
102000103;448700; ;;171,65;11;2016
102000103;448700; ;;41,94;12;2016
102000103;458200; ;;78.586,38;13;2016
102000103;458210; ;;74.872,59;13;2016
102000103;458220; ;;194.233,76;13;2016
102000103;501100; ;161.040,06;;1;2016
102000103;501100; ;154.179,26;;2;2016
102000103;501100; ;152.829,49;;3;2016
102000103;501100; ;191.743,56;;4;2016
102000103;501100; ;176.102,58;;5;2016
102000103;501100; ;170.262,35;;6;2016
102000103;501100; ;189.077,10;;7;2016
102000103;501100; ;180.196,92;;8;2016
102000103;501100; ;117.063,00;;9;2016
102000103;501100; ;141.999,86;;10;2016
102000103;501100; ;136.018,72;;11;2016
102000103;501100; ;438.105,17;;12;2016
102000103;501100; ;;174.816,23;13;2016
102000103;501200; ;60.632,20;;1;2016
102000103;501200; ;60.723,98;;2;2016
102000103;501200; ;60.714,90;;3;2016
102000103;501200; ;60.925,80;;4;2016
102000103;501200; ;59.165,84;;5;2016
102000103;501200; ;64.437,88;;6;2016
102000103;501200; ;59.781,06;;7;2016
102000103;501200; ;33.952,44;;8;2016
102000103;501200; ;55.944,21;;9;2016
102000103;501200; ;65.830,67;;10;2016
102000103;501200; ;103.608,79;;11;2016
102000103;501200; ;59.489,14;;12;2016
102000103;501200; ;11.408,36;;13;2016
102000103;501900; ;159,30;;1;2016
102000103;501900; ;1.486,84;;2;2016
102000103;501900; ;106,20;;3;2016
102000103;501900; ;283,20;;4;2016
102000103;501900; ;185,85;;5;2016
102000103;501900; ;362,87;;6;2016
102000103;501900; ;185,85;;7;2016
102000103;501900; ;79,65;;8;2016
102000103;501900; ;247,81;;9;2016
102000103;501900; ;53,10;;10;2016
102000103;501900; ;455,78;;11;2016
102000103;501900; ;185,85;;12;2016
102000103;501900; ;146,04;;13;2016
102000103;502200; ;4.386,24;;1;2016
102000103;502200; ;4.393,32;;2;2016
102000103;502200; ;4.327,10;;3;2016
102000103;502200; ;4.402,08;;4;2016
102000103;502200; ;4.265,94;;5;2016
102000103;502200; ;4.674,48;;6;2016
102000103;502200; ;4.313,58;;7;2016
102000103;502200; ;2.312,35;;8;2016
102000103;502200; ;4.015,98;;9;2016
102000103;502200; ;4.755,11;;10;2016
102000103;502200; ;7.451,23;;11;2016
102000103;502200; ;4.290,49;;12;2016
102000103;502200; ;884,14;;13;2016
102000103;503200; ;11.918,98;;1;2016
102000103;503200; ;11.943,00;;2;2016
102000103;503200; ;11.963,24;;3;2016
102000103;503200; ;11.984,51;;4;2016
102000103;503200; ;11.595,88;;5;2016
102000103;503200; ;12.646,70;;6;2016
102000103;503200; ;11.746,59;;7;2016
102000103;503200; ;6.731,17;;8;2016
102000103;503200; ;11.041,67;;9;2016
102000103;503200; ;13.039,50;;10;2016
102000103;503200; ;19.015,28;;11;2016
102000103;503200; ;11.764,98;;12;2016
102000103;503200; ;1.845,04;;13;2016
102000103;503900; ;436,08;;4;2016
102000103;503900; ;187,18;;7;2016
102000103;503900; ;115,51;;10;2016
102000103;503900; ;190,17;;12;2016
102000103;504100; ;9.081,63;;1;2016
102000103;504100; ;9.622,88;;2;2016
102000103;504100; ;10.260,34;;3;2016
102000103;504100; ;9.464,88;;4;2016
102000103;504100; ;6.311,33;;5;2016
102000103;504100; ;9.875,43;;6;2016
102000103;504100; ;9.805,15;;7;2016
102000103;504100; ;9.476,76;;8;2016
102000103;504100; ;8.344,42;;9;2016
102000103;504100; ;6.790,02;;10;2016
102000103;504100; ;9.174,19;;11;2016
102000103;504100; ;9.206,08;;12;2016
102000103;504100; ;17,77;;13;2016
102000103;504101; ;;2,39;1;2016
102000103;504101; ;8,63;;2;2016
102000103;504101; ;;0,83;6;2016
102000103;504101; ;;37,76;10;2016
102000103;504101; ;;49,18;11;2016
102000103;504101; ;;64,48;12;2016
102000103;504110; ;31,63;;2;2016
102000103;504110; ;0,96;;3;2016
102000103;504110; ;59,41;;5;2016
102000103;504110; ;56,40;;6;2016
102000103;504110; ;31,00;;7;2016
102000103;504110; ;245,02;;8;2016
102000103;504110; ;340,10;;9;2016
102000103;504110; ;0,82;;10;2016
102000103;504110; ;91,97;;12;2016
102000103;505100; ;920.339,08;;13;2016
102000103;506100; ;185.833,72;;13;2016
102000103;506200; ;3.573,55;;13;2016
102000103;507100; ;67.526,33;;13;2016
102000103;507200; ;42.840,22;;13;2016
102000103;507300; ;10.889,30;;13;2016
102000103;509100; ;129,01;;1;2016
102000103;509100; ;126,55;;2;2016
102000103;509100; ;193,48;;3;2016
102000103;509100; ;126,55;;4;2016
102000103;509100; ;146,08;;5;2016
102000103;509100; ;141,01;;6;2016
102000103;509100; ;124,39;;7;2016
102000103;509100; ;70,96;;8;2016
102000103;509100; ;107,18;;9;2016
102000103;509100; ;107,18;;10;2016
102000103;509100; ;210,25;;11;2016
102000103;509100; ;101,58;;12;2016
102000103;511100; ;666.302,98;;13;2016
102000103;514100; ;136.541,08;;13;2016
102000103;514101; ;24,73;;13;2016
102000103;515100; ;212.641,16;;13;2016
102000103;523500; ;171,00;;9;2016
102000103;524171; ;66.424,21;;3;2016
102000103;524171; ;137.313,31;;6;2016
102000103;524171; ;197.063,36;;9;2016
102000103;524171; ;107.022,88;;10;2016
102000103;524171; ;88.492,64;;11;2016
102000103;529100; ;4.619,08;;2;2016
102000103;529100; ;100,00;;3;2016
102000103;529100; ;493,14;;5;2016
102000103;529100; ;69,00;;6;2016
102000103;529100; ;145,77;;8;2016
102000103;529100; ;17.441,28;;10;2016
102000103;529100; ;240,75;;11;2016
102000103;529100; ;7.140,00;;12;2016
102000103;541130; ;670,40;;1;2016
102000103;541130; ;232,50;;2;2016
102000103;541130; ;839,21;;3;2016
102000103;541130; ;520,98;;4;2016
102000103;541130; ;977,30;;5;2016
102000103;541130; ;1.448,51;;6;2016
102000103;541130; ;1.985,65;;7;2016
102000103;541130; ;1.173,66;;8;2016
102000103;541130; ;854,98;;9;2016
102000103;541130; ;562,73;;10;2016
102000103;541130; ;3.187,72;;11;2016
102000103;541130; ;4.211,92;;12;2016
102000103;541130; ;;201,00;13;2016
102000103;541160; ;62,95;;11;2016
102000103;541160; ;62,95;;12;2016
102000103;542100; ;312,00;;4;2016
102000103;542100; ;312,00;;7;2016
102000103;542100; ;624,00;;12;2016
102000103;543110; ;22,49;;1;2016
102000103;543140; ;20,00;;5;2016
102000103;543150; ;1.008,03;;9;2016
102000103;543150; ;1.008,03;;10;2016
102000103;543160; ;39,95;;10;2016
102000103;543160; ;30,00;;11;2016
102000103;543160; ;51,51;;12;2016
102000103;543160; ;161,98;;13;2016
102000103;543170; ;6.579,88;;2;2016
102000103;543170; ;1.053,41;;3;2016
102000103;543170; ;1.823,78;;4;2016
102000103;543170; ;2.602,78;;5;2016
102000103;543170; ;1.518,34;;6;2016
102000103;543170; ;420,24;;7;2016
102000103;543170; ;2.940,64;;8;2016
102000103;543170; ;625,75;;9;2016
102000103;543170; ;878,98;;10;2016
102000103;543170; ;890,07;;11;2016
102000103;543170; ;7.868,99;;12;2016
102000103;543172; ;57,62;;11;2016
102000103;543190; ;1.437,86;;1;2016
102000103;543190; ;454,91;;2;2016
102000103;543190; ;100,00;;3;2016
102000103;543190; ;1.026,08;;4;2016
102000103;543190; ;201,14;;5;2016
102000103;543190; ;594,16;;6;2016
102000103;543190; ;187,50;;7;2016
102000103;543190; ;573,36;;8;2016
102000103;543190; ;1.524,47;;9;2016
102000103;543190; ;390,00;;10;2016
102000103;543190; ;1.331,00;;11;2016
102000103;543190; ;1.163,15;;12;2016
102000103;543190; ;367,90;;13;2016
102000103;544200; ;171,47;;6;2016
102000103;545100; ;5.968,73;;2;2016
102000103;545100; ;200,00;;9;2016
102000103;571140; ;240,26;;1;2016
102000103;571140; ;240,27;;2;2016
102000103;571140; ;240,23;;3;2016
102000103;571140; ;240,24;;4;2016
102000103;571140; ;213,37;;5;2016
102000103;571140; ;213,40;;6;2016
102000103;571140; ;213,35;;7;2016
102000103;571140; ;213,34;;8;2016
102000103;571140; ;233,80;;9;2016
102000103;571140; ;223,57;;10;2016
102000103;571140; ;223,57;;11;2016
102000103;571140; ;210,49;;12;2016
102000103;581100;S;2.768,72;;6;2016
102000103;94000000;H;;154,46;3;2016
102000103;94000000;S;2.730,78;;3;2016
102000103;94000000;H;;21,00;4;2016
102000103;94000000;S;112,00;;4;2016
102000103;94000000;S;272,63;;6;2016
102000103;94000000;S;88,00;;7;2016
102000103;94000000;H;;23,97;10;2016
102000103;94000000;S;618,22;;10;2016
102000103;94000000;H;;317,63;12;2016
102000103;94000000;S;9.616,36;;12;2016
102000103;94000000;S;749,19;;13;2016
102000103;94000001;S;2.975,34;;1;2016
102000103;94000001;S;2.651,20;;2;2016
102000103;94000001;S;3.087,25;;3;2016
102000103;94000001;S;2.801,38;;4;2016
102000103;94000001;S;2.507,90;;5;2016
102000103;94000001;S;3.457,70;;6;2016
102000103;94000001;S;2.589,64;;7;2016
102000103;94000001;S;2.554,43;;8;2016
102000103;94000001;S;3.469,67;;9;2016
102000103;94000001;S;2.997,85;;10;2016
102000103;94000001;S;3.357,18;;11;2016
102000103;94000001;S;4.837,11;;12;2016
