EJERCICIO;CENTRO GESTOR;FUNCIONAL;ECONOMICA;FINANCIACION;DESCRIPCION;IMPORTE
2006;01010;1111;100000;91002;Retribuciones básicas de Altos Cargos;2.346.918,00
2006;01010;1111;100001;91002;Otras remuneraciones de Altos Cargos;177.666,44
2006;01010;1111;110000;91002;Retribuciones básicas Pers. Eventual de Gabinete;120.434,72
2006;01010;1111;110001;91002;Otras remuneraciones de Pers. Eventual de Gabinete;132.060,32
2006;01010;1111;120000;91002;Sueldos de Personal Funcionario;1.333.931,06
2006;01010;1111;120005;91002;Trienios de Personal Funcionario;385.963,76
2006;01010;1111;121000;91002;Complemento de destino de Personal Funcionario;604.078,02
2006;01010;1111;121001;91002;Complemento específico de Personal Funcionario;417.326,84
2006;01010;1111;121009;91002;Otras retribuciones complementarias Funcionarios;5.494,56
2006;01010;1111;122002;91002;Otras retribuciones en especie;156.000,00
2006;01010;1111;130000;91002;Salario base de Personal Laboral Fijo;108.720,72
2006;01010;1111;130001;91002;Antigüedad de Personal Laboral Fijo;19.047,48
2006;01010;1111;130002;91002;Pagas extraordinarias de Personal Laboral Fijo;31.041,64
2006;01010;1111;130003;91002;Otras remuneraciones de Personal Laboral Fijo;58.481,64
2006;01010;1111;131000;91002;Salario base de Personal Laboral Eventual;11.731,44
2006;01010;1111;131001;91002;Otras remuneraciones de Personal Laboral Eventual;9.387,70
2006;01010;1111;150000;91002;Productividad fija de Funcionarios;185.878,08
2006;01010;1111;151000;91002;Gratificaciones de Personal Funcionario;5.709,61
2006;01010;1111;151001;91002;Gratificaciones de Personal no Funcionario;300,51
2006;01010;1111;160000;91002;Seguridad social;1.145.883,48
2006;01010;1111;160001;91002;MUFACE;12.353,32
2006;01010;1111;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;15.000,00
2006;01010;1111;161001;91002;Economatos y comedores. Funcionarios y no Laboral;51.000,00
2006;01010;1111;161009;91002;Otros Gtos Sociales de Funcionarios y no Laborales;9.233,92
2006;01010;1111;162000;91002;Formación y perfeccionamiento de Personal Laboral;300,51
2006;01010;1111;162001;91002;Economatos y comedores de Personal Laboral;1.287,64
2006;01010;1111;162009;91002;Otros gastos sociales de Personal Laboral;128,77
2006;01010;1111;165000;91002;Fondo de Acción Social;80.667,27
2006;01010;1111;202000;91002;Arrendamientos de edificios y otras construcciones;622,05
2006;01010;1111;203000;91002;Arrendamientos maquinaria, instalación y utillaje;36.225,00
2006;01010;1111;204000;91002;Arrendamientos de material de transporte;622,05
2006;01010;1111;205000;91002;Arrendamientos de mobiliario y enseres;155,51
2006;01010;1111;206000;91002;Arrendamientos de equipos procesos de información;70.455,00
2006;01010;1111;212000;91002;Rep. y conservación edificios y otras construcc.;120.000,00
2006;01010;1111;213000;91002;Rep. y conserv. maquinaria,instalaciones,utillaje;135.388,35
2006;01010;1111;214000;91002;Reparación y conservación material de transporte;8.280,00
2006;01010;1111;215000;91002;Reparación y conservación de mobiliario y enseres;30.000,00
2006;01010;1111;216000;91002;Rep. y conserv. equipos procesos de información;123.700,00
2006;01010;1111;220000;91002;Ordinario no inventariable;60.000,00
2006;01010;1111;220001;91002;Mobiliario y enseres;14.490,00
2006;01010;1111;220002;91002;Prensa, revistas y publicaciones periódicas;252.740,00
2006;01010;1111;220003;91002;Libros y otras publicaciones;206.156,21
2006;01010;1111;220004;91002;Material informático;30.138,50
2006;01010;1111;220009;91002;Otro material de oficina;16.560,00
2006;01010;1111;221000;91002;Energía eléctrica;207.000,00
2006;01010;1111;221001;91002;Agua;465,75
2006;01010;1111;221003;91002;Combustibles;15.525,00
2006;01010;1111;221004;91002;Vestuario;13.000,00
2006;01010;1111;221009;91002;Otros suministros;41.982,00
2006;01010;1111;222000;91002;Telefónicas;227.460,00
2006;01010;1111;222001;91002;Postales;31.750,00
2006;01010;1111;222002;91002;Telegráficas;3.500,00
2006;01010;1111;222009;91002;Otras comunicaciones;31.000,00
2006;01010;1111;223000;91002;Transporte;15.000,00
2006;01010;1111;224000;91002;Primas de Edificios y locales;3.110,24
2006;01010;1111;224001;91002;Primas de vehículos;11.615,46
2006;01010;1111;224002;91002;Primas de otro inmovilizado;30.000,00
2006;01010;1111;224003;91002;Otros riesgos;622,05
2006;01010;1111;225000;91002;Tributos locales;3.312,00
2006;01010;1111;226001;91002;Atenciones protocolarias y representativas;177.860,50
2006;01010;1111;226002;91002;Gastos de divulgación y promoción;187.912,44
2006;01010;1111;226004;91002;Remuneraciones a agentes mediadores independientes;2.587,50
2006;01010;1111;226005;91002;Reuniones y conferencias;100.000,00
2006;01010;1111;226009;91002;Otros gastos diversos;80.000,00
2006;01010;1111;227000;91002;Limpieza y aseo;261.855,00
2006;01010;1111;227001;91002;Seguridad;1.552.500,00
2006;01010;1111;227003;91002;Postales;16.068,38
2006;01010;1111;227004;91002;Custodia, depósito y almacenaje;5.356,13
