EJERCICIO;CENTRO GESTOR;FUNCIONAL;ECONOMICA;FINANCIACION;DESCRIPCION;IMPORTE
2008;01010;1111;100000;91002;Retribuciones básicas de Altos Cargos;2.469.952,80
2008;01010;1111;100001;91002;Otras remuneraciones de Altos Cargos;288.402,52
2008;01010;1111;110000;91002;Retribuciones básicas Pers. Eventual de Gabinete;129.011,40
2008;01010;1111;110001;91002;Otras remuneraciones de Pers. Eventual de Gabinete;141.465,66
2008;01010;1111;120000;91002;Sueldos de Personal Funcionario;1.262.941,68
2008;01010;1111;120005;91002;Trienios de Personal Funcionario;424.527,74
2008;01010;1111;120006;91002;Pagas extraordinarias de Personal Funcionario;445.253,44
2008;01010;1111;121000;91002;Complemento de destino de Personal Funcionario;571.216,80
2008;01010;1111;121001;91002;Complemento específico de Personal Funcionario;494.165,04
2008;01010;1111;121009;91002;Otras retribuciones complementarias Funcionarios;11.771,76
2008;01010;1111;122002;91002;Otras retribuciones en especie;165.000,00
2008;01010;1111;130000;91002;Salario base de Personal Laboral Fijo;116.463,36
2008;01010;1111;130001;91002;Antigüedad de Personal Laboral Fijo;22.194,60
2008;01010;1111;130002;91002;Pagas extraordinarias de Personal Laboral Fijo;34.953,38
2008;01010;1111;130003;91002;Otras remuneraciones de Personal Laboral Fijo;71.062,32
2008;01010;1111;131000;91002;Salario base de Personal Laboral Eventual;37.700,64
2008;01010;1111;131001;91002;Otras remuneraciones de Personal Laboral Eventual;32.480,10
2008;01010;1111;150000;91002;Productividad fija de Funcionarios;207.659,88
2008;01010;1111;151000;91002;Gratificaciones de Personal Funcionario;19.000,00
2008;01010;1111;151001;91002;Gratificaciones de Personal no Funcionario;1.000,00
2008;01010;1111;160000;91002;Seguridad social;1.213.211,45
2008;01010;1111;160001;91002;MUFACE;23.608,06
2008;01010;1111;160009;91002;Otras cuotas sociales;1.105,72
2008;01010;1111;161000;91002;Formación y perfeccion. Funcionarios y no Laboral;15.675,00
2008;01010;1111;161001;91002;Economatos y comedores. Funcionarios y no Laboral;65.000,00
2008;01010;1111;161009;91002;Otros Gtos Sociales de Funcionarios y no Laborales;10.700,00
2008;01010;1111;162000;91002;Formación y perfeccionamiento de Personal Laboral;325,03
2008;01010;1111;162001;91002;Economatos y comedores de Personal Laboral;1.345,58
2008;01010;1111;162009;91002;Otros gastos sociales de Personal Laboral;134,56
2008;01010;1111;165000;91002;Fondo de Acción Social;88.596,48
2008;01010;1111;202000;91002;Arrendamientos de edificios y otras construcciones;646,93
2008;01010;1111;203000;91002;Arrendamientos maquinaria, instalación y utillaje;30.000,00
2008;01010;1111;204000;91002;Arrendamientos de material de transporte;646,93
2008;01010;1111;205000;91002;Arrendamientos de mobiliario y enseres;161,73
2008;01010;1111;206000;91002;Arrendamientos de equipos procesos de información;78.192,00
2008;01010;1111;212000;91002;Rep. y conservación edificios y otras construcc.;180.000,00
2008;01010;1111;213000;91002;Rep. y conserv. maquinaria,instalaciones,utillaje;195.000,00
2008;01010;1111;214000;91002;Reparación y conservación material de transporte;8.611,20
2008;01010;1111;215000;91002;Reparación y conservación de mobiliario y enseres;60.000,00
2008;01010;1111;216000;91002;Rep. y conserv. equipos procesos de información;114.200,00
