EJERCICIO;CENTRO GESTOR;ECONOMICA;FINANCIACION;DESCRIPCION;IMPORTE
2013;12500;100000;91003;Tarifa Autonómica del I.R.P.F.;1.118.938.000,00
2013;12500;110000;91003;Sobre adquisiciones por herencia o legado;152.000.000,00
2013;12500;110003;91003;Donaciones;11.700.000,00
2013;12500;111000;91003;Sobre el patrimonio neto de las personas físicas;31.000.000,00
2013;12500;112000;91003;Sobre Grandes superficies;4.700.000,00
2013;12500;113000;91003;Sobre emisiones contaminantes;5.800.000,00
2013;12500;200000;91003;Sobre Transmisiones Patrimoniales Onerosas;103.400.000,00
2013;12500;200001;91003;Sobre Operaciones Societarias;11.700.000,00
2013;12500;200002;91003;Sobre Transmisiones de vehículos;2.300.000,00
2013;12500;201000;91003;Efectos timbrados y otros;43.500.000,00
2013;12500;201001;91003;Exceso letras de cambio;50.000,00
2013;12500;201002;91003;Reintegros a metálico;3.500.000,00
2013;12500;210001;91003;I.V.A. Sobre Operaciones Internas;874.572.000,00
2013;12500;220000;91003;Sobre el alcohol y bebidas derivadas;13.397.000,00
2013;12500;220001;91003;Sobre Cerveza;4.676.000,00
2013;12500;220003;91003;Sobre labores de tabaco;134.885.000,00
2013;12500;220004;91003;S/ venta minorista de determinados hidrocarburos;37.000.000,00
2013;12500;220005;91003;Sobre determinados medios de transporte;11.000.000,00
2013;12500;220006;91003;Sobre productos intermedios;285.000,00
2013;12500;220007;91003;Sobre energía (electricidad);66.010.000,00
2013;12500;220008;91003;Sobre hidrocarburos;260.870.000,00
2013;12500;220029;91003;Tipo Autonómico del Impuesto Esp. de Hidrocarburos;40.000.000,00
2013;12500;300050;91003;Venta de Bienes de Cortes de Aragón;36.000,00
2013;12500;301006;91003;Venta de  Public de Educ., Univ., Cult. y Deporte;20.000,00
2013;12500;301050;91003;Venta de Publicac. de Cortes de Aragón;15.000,00
2013;12500;302000;91003;Venta de cartones de bingo;260.000,00
2013;12500;310050;91003;Entradas Cortes de Aragón;255.000,00
2013;12500;319006;91003;Prestación Serv. de Educ., Univ., Cult. y Deporte;1.800.000,00
2013;12500;319103;91003;Prestación de servicios en guarderías;806.600,00
2013;12500;319109;91003;Prestación de servicios en cartografía;1.000,00
2013;12500;319111;91003;Cuotas alumnos Inst. Formación Agroambiental;200.000,00
2013;12500;319116;91003;Prestación de Servicios en Residencias;780.000,00
2013;12500;319117;91003;Cuotas alumnos Inst. Formación Prof. Específica;1.450.000,00
2013;12500;319118;91003;Prestación Servicios RACI;110.000,00
2013;12500;319321;91003;Transporte Sanitario por Helicóptero;92.783,00
2013;12500;329001;91003;Tasa 01- Dirección e inspección de obras;3.206.000,00
2013;12500;329003;91003;Tasa 03- Serv.admvos, redacc. informes,activ. fac.;61.000,00
2013;12500;329004;91003;Tasa 04- Por Autorizacones Espectáculos Públicos;17.100,23
